Site,GPS,Altitude_ft,Date,Measurer,Recorder,Team,Permit,Time,Species,Sample_ID,Cell_line_sample_ID,Sex,Age,Reproductive_status,Mass_g,Forearm_mm,Ear_mm,Tragus_mm,Tail_mm,Total_mm,Tail_fringe,Keeled_calcar,Tail_past_membrane,Ear_color_same_as_fur,Intrascapular_bald_patch,Blunt_tragus,Steep_forehead,Furred_underwings,Notes,Sequencing_notes,Extraction_ng,Extraction_ng-ul,Extraction_260-280,avg_fragment_length_kb,Extraction_method,Extraction_location,Extraction_successful,Cell_line,Remaining_punches
South_Fork,"31.874152, -109.182754",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,19:31,EPFU,-,-,F,A,NR,-,50,-,-,-,-,-,-,-,-,-,Y,-,-,"Spider mite, small orange mites, left cheek bare patch with scab",,,,,,,,,,
South_Fork,"31.874152, -109.182755",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,19:36,ANPA,-,-,F,A,P/L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yellow discharge around vulva; spider mite, tick",,,,,,,,,,
South_Fork,"31.874152, -109.182757",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,19:43,EPFU,-,-,F,A,P/L,21.5,48,16,6,-,-,-,-,-,-,-,-,-,-,"Small orange mites, spider mites",,,,,,,,,,
South_Fork,"31.874152, -109.182758",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,19:46,EPFU,-,-,M,A,-,19,49,-,-,-,-,-,-,-,-,-,Y,-,-,"Yellow on sides of mouth with bulge, little orange mites on wings",,,,,,,,,,
South_Fork,"31.874152, -109.182759",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,20:15,EPFU,-,-,M,A,-,20.5,45,16,7,-,-,-,-,-,-,-,-,-,-,Clusters of orange parasites on pinna; orange swelling on mouth; orange earwax; orange parasites on wings,,,,,,,,,,
South_Fork,"31.874152, -109.182760",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,20:40,EPFU,-,-,F,A,U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Spider mite, little bit of orange mites",,,,,,,,,,
South_Fork,"31.874152, -109.182761",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,21:06,EPFU,-,-,F,A,P/L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1 spider mite,,,,,,,,,,
South_Fork,"31.874152, -109.182762",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,21:37,EPFU,-,-,M,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Orange on mouth; tears; swollen; otherwise looks healthy; no visible issues; some orange mites,,,,,,,,,,
South_Fork,"31.874152, -109.182763",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,21:38,EPFU,-,-,F,J,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,spider mite; no orange stuff,,,,,,,,,,
South_Fork,"31.874152, -109.182765",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,22:11,EPFU,-,-,F,A,P/L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Pulled from rock wall, pooped; little swelling by mouth; fat; overall good body condition; poop was green/yellow w/ dark spots; flew to ground when released, put on tree, not climbing well",,,,,,,,,,
South_Fork,"31.874152, -109.182766",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,22:37,EPFU,-,-,M,J,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Orange mouth, ear, penis, fur; otherwise, good condition; no parasites",,,,,,,,,,
South_Fork,"31.874152, -109.182767",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,23:42,COTO,-,-,M,J,-,9.5,43,32,14,-,-,-,-,-,-,-,-,-,-,No check on ectoparasites,,,,,,,,,,
South_Fork,"31.874152, -109.182756",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,19:41,MYCA/MYCI,LE176,-,M,A,-,4,32,13,7,-,-,-,Y,N,-,-,-,Y,-,"Steep forehead check has question mark; thumb 5mm, fur is quite yellow; probably ciliolabrum",,,,,,,,,,
South_Fork,"31.874152, -109.182764",5285,17 September 2022,"MEL, Addison Lander",Bree Dean,"MEL, Jeremiah, Addison, Bree, ECOL485 students, Cecilia",MEL AZGFD,21:41,MYCA/MYCI,LE177,-,M,J,-,4.5,35,11,8,-,-,-,Y,N,-,-,-,N,-,"Forehead steepness written as ""N? shallow""; thumb 4mm; dull color; spider mite; probaby californicus",,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329329",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,F,A,P/L,8.5,45,15,7,-,-,-,-,-,-,Y,-,-,-,"one ear mite, one spider mite; left tragus damaged; yellow mite in L ear; wings scuffed",,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329330",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,M,J,NR,-,41,15,7,-,-,-,-,-,-,Y,-,-,-,"very slow and quiet, didn't sample, flew away strongly; mass recorded as 33.5-19, either bat+bag mass was recorded wrong (same as previous row) or bag only mass was recorded wrong (same as next row)",,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329331",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,M,A,S,-,43,-,-,-,-,-,-,-,-,Y,-,-,-,not checked for ectoparasites,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329332",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,M,J,NR,-,44,-,-,-,-,-,-,-,-,Y,-,-,-,,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329333",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,F,J,NR,-,44,-,-,-,-,-,-,-,-,Y,-,-,-,,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329334",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,F,-,NR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329335",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,F,J,NR,-,42,-,-,-,-,-,-,-,-,Y,-,-,-,,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329336",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,M,J,NR,-,43,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329337",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,M,J,NR,-,44,-,-,-,-,-,-,-,-,Y,-,-,-,,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329338",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,M,A,S,-,42,-,-,-,-,-,-,-,-,Y,-,-,-,,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329339",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,M,-,NR,-,40,16,9,-,-,-,-,-,-,Y,-,-,-,,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329340",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,-,-,M,A,S,-,44,-,-,-,-,-,-,-,-,Y,-,-,-,,,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329341",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,LE178,-,M,A,NR,-,42,14,8,-,-,-,-,-,-,Y,-,-,-,"swollen glands in corner of mouth, orange in ear canal, no ectoparasites",to Julie Weckworth,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329342",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,LE179,-,M,J,NR,-,44,15,8,-,-,-,-,-,-,Y,-,-,-,no ectoparasites,to Julie Weckworth,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329343",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,LE180,-,M,A,S,9.5,44,16,8,-,-,-,-,-,-,Y,-,-,-,no ectoparasites; gland swelling (not orange),to Julie Weckworth,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329344",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,LE181,-,F,J,NR,7.5,43,16,8,-,-,-,-,-,-,Y,-,-,-,swollen glands; no ectoparasites,to Julie Weckworth,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329345",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,LE182,-,F,A,NR,10,43,15,7,-,-,-,-,-,-,Y,-,-,-,swollen glands; no ectoparasites,to Julie Weckworth,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329346",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,LE183,-,M,J,NR,9.5,41,16,9,-,-,N,-,-,-,N,-,-,-,whiteish mite in ear; a few ectoparasites,to Julie Weckworth,,,,,,,,,
Ina_bridge,"32.33779332488361, -111.08095540329347",,24 September 2022,MEL,Mary Reed-Weston,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,-,MYVE,LE184,-,M,J,NR,7.5,43,16,9,-,-,-,-,-,-,Y,-,-,-,1 ear mite; gland swelling; quiet,to Julie Weckworth,,,,,,,,,
Cienega_creek,"32.019644, -110.645705",,6 October 2022,-,-,Rose's team,Rose,20:15,LAHE,-,-,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"S also circuled for reproductive status, whoops",,,,,,,,,,
Sabino Dam,"32.315332, -110.611019",2700,7 October 2022,-,Alynne Kettler,"MEL, Gena, Addison, Melanie, Alynne, ...",MEL AZGFD,19:50,NYFE,-,-,F,A,NR,-,47,-,-,-,-,-,-,Y,-,-,-,-,-,,,,,,,,,,,
Sabino Dam,"32.315332, -110.611020",2700,7 October 2022,-,Alynne Kettler,"MEL, Gena, Addison, Melanie, Alynne, ...",MEL AZGFD,-,TABR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
Sabino Dam,"32.315332, -110.611019",2700,7 October 2022,-,Alynne Kettler,"MEL, Gena, Addison, Melanie, Alynne, ...",MEL AZGFD,18:44,MYYU,LE200,B3S1-19/25,F,A,NR,5.5,34,12,5,-,-,N,N,-,-,-,N,-,-,,,,,,,,,,,
Santa Rita Experimental Range,"31.761245, -110.844922",4358,8 October 2022,-,Bree Dean,"MEL, Gena, Addison, Melanie, Ellen Bledsoe, Alynne, ...",MEL AZGFD,19:27,MYCA/MYCI,-,-,M,J,NR,4,32,12,6,-,-,N,Y,N,-,-,-,Y,-,"4mm thumb; cold, a little lethargic so didn't sample; probable MYCA; no ectoparasites",,,,,,,,,,
Santa Rita Experimental Range,"31.761245, -110.844922",4358,8 October 2022,-,Bree Dean,"MEL, Gena, Addison, Melanie, Ellen Bledsoe, Alynne, ...",MEL AZGFD,22:50,LACI,-,-,M,U,NR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,very calm for a hoary,,,,,,,,,,
Santa Rita Experimental Range,"31.761245, -110.844922",4358,8 October 2022,-,Bree Dean,"MEL, Gena, Addison, Melanie, Ellen Bledsoe, Alynne, ...",MEL AZGFD,19:37,MYCA/MYCI,LE201,-,F,J,NR,4.5,32,11,5,-,-,N,Y,-,-,-,-,Y,-,4mm thumb; 2mm wing punch; 1 spider mite,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311675",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:20,PAHE,,,F,A,P,,,,,,,,,,,,,,,"1 bat bug, multiple small blood mites on body",,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311676",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:20,PAHE,,,M,A,NR,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311677",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:23,PAHE,,,F,A,P,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311678",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,P,,,,,,,,,,,,,,,bat bugs,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311678",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,P,,,,,,,,,,,,,,,bat bugs,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311678",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,P,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311678",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,P,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311678",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,P,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311678",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,P,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311679",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,,,,,,,,,,,,,,,,Dropped pup?,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311680",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,NR,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311681",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,NR,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311682",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,NR,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311683",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,P/L,,,,,,,,,,,,,,,Just had pups,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311684",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,F,A,P/L,,,,,,,,,,,,,,,had bugs (round brown bed bugs),,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311685",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,20:40,PAHE,,,M,A,NR,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311686",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,22:19,PAHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311687",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,22:19,PAHE,,,F,A,,,,,,,,,,,,,,,,1 bug + bat ticks,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311688",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,22:40,TABR,,,F,A,P,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311689",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,22:56,PAHE,,,F,A,P/L,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311690",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,22:56,PAHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabino_lower_dam,"32.314532, -110.311691",2525,30 June 2023,,,"MEL, Gena, Mary, Addison, Melanie",MEL AZGFD,22:56,PAHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean_house,"32.369985, -110.743948",2500,14 July 2023,,Bree Dean,"MEL, Bree, Mary, Addison, Melanie",,21:47,MYCI/MYCA,,,F,A,NR,5,33,10,6,,,,Y,Y?,,,,,,5mm,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,19:00,CHME,,,M,A,NR,,,12,,,,,,,,,,,,1 mite,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,19:11,MYVO,LE321,,F,A,,6.5,39,12,6,,,,,,,,,,,"1-2 mites, this individual had a bit of redness/scabbing around right eye",,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,19:11,MYVE,,,M,J,NR,9.5,44,14,7,,,,,,,,,,,,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,19:11,EPFU,,,F,A,NR,17,47,15,7,,,,,,,,,,,"1 mite, orange crustiness on the tail was put into RNA later- labeled ""EPFU orange""",,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,19:11,MYVO,,,F,J,,6.5,40,11,4,,,,,,,,,,,2 spider mites on wings,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,19:20,MYVE,LE322,,M,A,NR,9,44,14,7,,,,,,,,,,,"1 bat bug, this individual had swollen buccal glands",,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,19:18,CHME,,,M,A,NR,,,,,,,,,,,,,,,released at net,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,20:09,EPFU,,,F,A,,27,50,17,7,,,,,,,,,,,,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,19:29,LAXA,,,M,,,,47,,,,,,,,,,,,,,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,20:05,EPFU,,,F,A,NR,18,46,19,,,,,,,,,,,,"orange on ears, swollen buccal glands ",,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,20:57,MYVO,,,F,A,NR,8,40,13,7,,,,Y,,,,,,,,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,21:20,MYVE,,,F,A,NR,13,43,14,7,,,,,,,,,,,Soggy,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,21:39,EPFU,,,F,A,NR,11.5,51,15,6,,,,,,,,,,,swollen buccal glands,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,21:53,TABR,,,M,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,21:55,EPFU,,,F,A,NR,,,,,,,,,,,,,,,,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,22:13,MYVE,,,F,A,NR,10,41,13,6,,,,,,,,,,,,,,,,,,,,,
SW_research_station,,,15 September 2023,,Bree Dean,"MEL, Bree, Melanie",,22:36,MYVE,,,M,A,NR,12.5,41,11,4,,,,,,,,,,,,,,,,,,,,,
South_fork_chiricahuas,,,16 September 2023,,Bree Dean,"MEL, Bree, Melanie, Addison, Kole Bio",,19:19,MYVO,LE326,,M,A,NR,7,39,12,6,,,,,,,,,,,,,,,,,,,,,
South_fork_chiricahuas,,,16 September 2023,,Bree Dean,"MEL, Bree, Melanie, Addison, Kole Bio",,19:19,MYAU,LE327,,F,A,NR,6.5,40,18,10,,,,,,,,,,,swollen buccal glands,,,,,,,,,,
South_fork_chiricahuas,,,16 September 2023,,Bree Dean,"MEL, Bree, Melanie, Addison, Kole Bio",,19:28,PAHE,,,M,A,NR,3,34,4,6,,,,,,,,,,,,,,,,,,,,,
South_fork_chiricahuas,,,16 September 2023,,Bree Dean,"MEL, Bree, Melanie, Addison, Kole Bio",,20:00,MYAU,LE328,,M,A,NR,7,38,16,7,,,,,,,,,,,,,,,,,,,,,
South_fork_chiricahuas,,,16 September 2023,,Bree Dean,"MEL, Bree, Melanie, Addison, Kole Bio",,21:05,MYAU,LE329,,F,A,NR,11.5,38,19,11,,,,,,,,,,,2 spider mites,,,,,,,,,,
South_fork_chiricahuas,,,16 September 2023,,Bree Dean,"MEL, Bree, Melanie, Addison, Kole Bio",,19:15,EPFU,,,,,,,,,,,,,,,,,,,,Eaten by a raccoon in the net. Later identified based on the size of the remaining thumb and wing. Remains deposited by Nate Ophram ASU.,,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,18:40,MYVE,,,M,A,NR,10,43,14,8,,,,,,,,,,,"spider mite on wing, mite on ear",,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,18:50,MYVE,,,F,A,NR,8.5,42,14,6,,,,,,,,,,,,,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,19:30,PAHE,,,M,,NR,,,,,,,,,,,,,,,,,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,19:35,EPFU,,,F,,NR,17.5,52,,,,,,,,,,,,,swelling in corners of mouth,,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,19:40,MYCA/MYCI,LE329,,F,,NR,5,34,10,5,,,,,,,,,,,"suspected to be MYCI, thumb = 5 m, long muzzle",,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,19:40,PAHE,,,M,A,NR,3.5,31,,,,,,,,,,,,,,,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,20:06,EPFU,,,M,A,NR,,,,,,,,,,,,,,,"orange mites on wing, some swelling in mouth",,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,20:10,PAHE,,,F,A,NR,,,,,,,,,,,,,,,,,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,20:06,EPFU,,,F,A,NR,,,,,,,,,,,,,,,"swelling in corners of mouth, normal color",,,,,,,,,,
Cienega_creek,,,26 September 2023,,,"MEL, Gena, Mary, Amandine",,20:20,ANPA,,,F,,,,,,,,,,,,,,,,,swelling in corners of mouth,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,-,,F,A,NR,5.2,32,,,,,,,,,,,,,Swab Collection Number: LE312,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,-,,M,A,NR,5.1,32,,,,,,,,,,,,,Swab Collection Number: LE313,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,-,,F,A,P,6,36,,,,,,,,,,,,,,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,LE300,,M,A,NR,4.5,33,,,,,,,,,,,,,,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,LE301,,F,A,NR,4.4,32,,,,,,,,,,,,,,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,LE302,,M,A,NR,5.2,32,,,,,,,,,,,,,,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,LE303,,M,A,NR,4.5,,,,,,,,,,,,,,,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,LE304,,M,A,NR,3.9,,,,,,,,,,,,,,,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,LE305,,M,A,NR,4.5,,,,,,,,,,,,,,,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,LE306,,M,A,NR,5.1,,,,,,,,,,,,,,,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,LE307,,M,A,NR,,,,,,,,,,,,,,,,,,,,,,,,,
Childs Power Plant,"435780, -3801107",,12 May 2023,,,"Rose Haidar, MEL, Gena S, Mary RW, Addison L",Zeinab (Rose) Haidar,,MYYU,LE308,,M,A,NR,3.9,,,,,,,,,,,,,,,,,,,,,,,,
